Texto	Classificador
Super atrasado a entrega , prometeram em 12 dias e até agora não chegou 02/01/2018 era um presente , agora já perdeu o sentido	0
A loja ótima, o produto ainda não sei.	1
Comprei 04 unidades, e foram entregues apenas 02 pacotes com 01 unidade cada. Ainda não sei se serão entregues as outras 02 unidades faltantes.	0
Produto confiável muito bom	1
Produto como descrito. Mas não gostei pq o som do alarme é muito baixo..	1
Recomendo os produtos e o vendedor a todos.	1
Não recebi o produto fiquei muito desapontada	0
Infelizmente o produto não era o q eu queria, as dimensões nao e informada do produto .	1
Rapidez e eficiência.Produto entregue no prazo correto.	1
Os relógios veio com modelos diferentes do que tinha comprado pelo site. Só não vou devolve los pelo fato de ter que usar na minha viagem.	0
Loja excelente, recomendo.	1
Não comprei esse produto, foi feito o cancelamento dessa compra.	1
Não vieram 4 parafusos dos braços da cadeira. Gostaria de saber como podemos fazer. Grato.	1
Produto bom e de muita qualidade , chegou até antes do prazo !	1
Pedi HD 500 GB SATA Notebook Samsung R520	0
Produto com defeito não funciona está com problemas tanto no regulador como não aquece a Água liga passa 30 sgds já desliga não recomendo a Oslit lannister sim	0
Mt bom o atendimento	1
O produto chegou antes do previsto	1
o produto não chegou	0
O carregador anunciado não confere com o entregue, na caixa do produto vem até escrito a amperagem qual eu necessitava ,porém no carregador consta metade da amperagem oferecida pelo vendedor	0
Agilidade na entrega... produto conforme o solicitado. Super recomendo !	1
Envio rapido, produto conforme descrito no anuncio.	1
TUDO ÓTIMO	1
Comprei dia 6/10 chegou 26/11 e trincado e com mau contato,e estou tentando reclamar no site atendimento@lannister.com.br e a reclamação está sendo devolvida.Demora de 50 dias de entrega com defeito.	0
O produto não carrega nem com 10% da mesma capacidade que o carregador original	0
Não recebi nada até agora	0
Produto chegou quebrado, em uma avaliação inicial nos pareceu ser uma embalagem que não garante a integridade de um produto feito em vidro.	0
Esperava a impressão com mais qualidade mas no geral o produto é muito bom.	2
Não tenho como avaliar um produto que não recebi.	0
Compra, atendimento perfeito r entrega no prazo. Nota 10.	1
Produto fora de prazo, não deram satisfação alguma, compra realizada no final do mês passado, tendo passado dois dias da data de entrega e o produto nem saiu pra transporte.	0
entrega muito rapida sempre que compre chega antes do prazo.	1
O tapete não chegou na data prevista. e veio errado o tamanho que encomendei.	0
Trabalho de qualidade	1
Foi comprado para meu cunhado utiliza-lo no dia-a-dia. Conheço a marca ALCATEL e acho que este aparelho será o ideal.	1
Obrigado pela venda	1
Visor do fone td arranhado unico problema.	2
"O produto veio em duas oportunidades, mal embalado, com diversas avarias na pintura, algumas peças tortas. Precisam melhorar a embalagem e colocar avisos de ""Frágil"" ou não pisar."	0
o produto veio com uma das caixas de som com a saida fora do lugar,promete 16 watts de potencia e nao chega a 10 wattstalves se tivesse comprado em 1camelo nao teria me decepcionado tanto uma porcaria	0
liguei nesta data pra central pois desse pedido ainda nao recebi a cadeira de escritorio e acompanhando meus pedidos esta como entregue	0
O produto tem que vir com os parafusos para fixação do mesmo na moto. Pra ser completo na questão de compra sem ir nas lojas físicas.	2
Ótima Loja, entrega no prazo!	1
Otimo produto. Porem recebi na cor rosa, no anuncio dizia q vinha preto	1
Bonito prático super indico	1
Muito satisfeita.	1
Chegou muito rapido.	1
Obs: só este produto foi entregue. Lençol Avulso Com Elástico Solteiro Malha Penteada Verde	2
As almofadas são lindas e divertidas	1
Adorei a qualidade do produto e o detalhe na lateral. Muito linda!!!	1
Parabens	1
recebi um de meus produto antes do prazo	1
Produto muito bom superou minhas expectativas, entrega foi bem antes do previsto, pediu 32 dias úteis e entregou com 8 dias úteis porisso eu recomendo a todos e de confiança parabéns	1
alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto	0
Produto chegou antes prazo. Preço acessível para um produto de excelente qualidade.	1
Recebi o produto certo mas divergente da cor solicitada.	1
Se realmente tivenssem preocupação com os clientes nao deixariam a desejar em questao as entrega pois como que outros pedidos que foram feito no mesmo lugar e dia chegaram e eles colocam dificuldades.	0
muito rápido e tudo certo, recomendo.	1
Os produtos são fofos , lindos!!! Parabéns !!	1
Durante todo o prazo, nem a nota foi emitida.	0
Fiz a compra no início de setembro e até hoje 11 de outubro não recebi o produto aguardando uma solução da empresa	0
Entrega muito rapida	1
o produto foi entregue no prazo e bem acondicionado	1
td certinho!!	1
Excelente produto recomendo	1
Falso e com arranhões na tela	0
Minha compra foram de duas bandejas, a loja só mandou uma peça na embalagem.	0
PRODUTO E ENTREGA EXELENTE	1
Como eu imaginei	1
Muito grata pelo cuidado e carinho para comigo gostaria de dizer que vcs são 🔝🔝🔝🔝em atendimento ao consumidor feliz 2018 a todos das lojas lannister 😘😘	1
O prazo de entrega já expirou e a loja não fala nada .	0
Obrigado compra perfeita e correta	1
O relógio recebido não condiz com a foto do anúncio. Creio que o relógio seja falso! Entrei em contato com a loja mas até agora não obtive retorno.	0
Recebi o produto corretamente, mas não pude avaliar sua eficácia.	1
.........	1
Fiquei decepcionada pelo fato de ter pago o frete e os Correios não entregaram na minha residência, tive de me deslocar até as agências dos Correios , por este motivo não comprarei mais nas lojas amer	2
O produto atende ao esperado. Bom custo x benefício	1
adorei o produto, a embalagem, o cuidado no envio. tudo excelente. recomendo!!	1
Legual o atndimemnto	2
Ok	1
Aré a presente data não recebi a mercadoria, o que me surpreendeu , uma vez que a lannister.com sempre cumpre os prazos. Em alguns produtos houve até antecipação .	0
Parabéns, chegou antes do prazo é exatamente o que pedi. Recomendo	1
nao cunpre oque promete	0
Gostei muito,tudo certinho!!	1
Estou muito chateado pois ainda não recebi e não tenho nenhuma satisfação a respeito, se vcs não resolverem logo com o envio viu procurar meus direitos pois já paguei.	0
Produto não entregue. Gostaria de saber como proceder para ressarcimento ou entrega do mesmo.	0
O produto não tem mais a qualidade dos anteriores! 😟 Infelizmente nao comprarei mais sem ver o produto demonstrado na loja! Tenho uma mesinha antiga e pude comparar.	0
Eu recomendo essa loja recebi meu produto antes do tempo e veio direitinho.. estão de parabéns	1
Chegou tudo certo, dentro do prazo	1
Adorei a capinha protetora. Porém a película é menor que o celular.	1
Aprovada	1
Recebi a metade do pedido. Nao recebi o lustre ainda	2
Ainda nã recebi o produto	0
Não entregaram e disseram que iriam cancelar o meu pedido, mas até agora estou aguardando o cancelamento e a devolução do crédito	0
produto mt bom,excelente.	1
Não recebi e fiquei sem informação se vai ser cancelado ou vai entrega	0
A mochila veio muito pequena. Não cabe livros. Pedi o cancelamento , a devolução do produto e o valor de volta como estorno no cartão de crédito desde o dia em que chegou. (20/01/2018) Aguardo contato	0
exatamente o que comprei	1
Já comprei muitos produtos das Lojas lannister. Contudo, não sei o motivo de não receber e-mais com ofertas de seus produtos.	1
Produtos de qualidade e entrega rápida.	1
Ficamos muito satisfeito com o profissionalismo de voces, obrigado.	1
Só achei ela pequena pra seis xícaras ,mais é um bom produto	1
super recomento recebi antes do prazo veio tudo certo fiquei satisfeito loja nota 10	1
O produto é maravilhoso ..já a entrega demorou muito.	1
dos 2 produtos só recebi 1	2
nem um pouco satisfeito pois compramos os produtos,não chegou na data prevista,estamos bastante chateados com o site,precisamos de uma resposta urgente de vocês?????????	0
Recebi o produto em excelente estado, dentro do prazo estipulado. Valeu !!	2
Ótimo	1
Seu processo em minha opinião esta errado por não haver quem atenda a chamada para tirar dúvidas, essa compra foi altamente estressante, pois só depois de um tempo consegui resolver meu problema.	0
Produto de má qualidade, nada a ver com a foto, não recomendo, pior compra q/ fiz no stark, nunca tive problemas antes dessa compra horrível, não devolvo pq ñ tenho de correr atrás disso.	0
Chegou antes do prazo e gostei muito do tapete.	1
o prazo venceu e meu produto não foi entregue.	0
Otimo produto, pratico e fácil de usar. Porém poderia vir com uma lâmina junto acompanhada, fora isso uma beleza	1
O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÇÃO AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL	0
o atendimento da loja foi dez, somente o produto não foi o que eu esperava.	1
Bom dia.	0
Muito bom minha primeira comprar muito satisfeito	1
Ótimo	1
Uma das luminárias chegou amassada, mesmo protegida na caixa. O material de alumínio é táo fininho (quase uma casquinha). Quando se le que o material é ^alumínio^ imagina-se de melhor qualidade.	0
Ok	1
comprei tres relogios,vieram 2,o mais caro de 181.40 ainda nao veio,paguei no boleto dia 9/8,estou na espera	2
Ter algum apoio sobre a instalação do produto.	1
O produto era pra ser entregue dia 24 e hoje é 26 e nenhum parecer... péssimo	0
Gostei do produto e a entrega foi super rápida.	1
Capinha encaixa super bem no aparelho, material de qualidade. E chegou bem antes do prazo.	1
Venderam uma geladeira que ainda estão esperando fabricar, recebi mensagem que não vão entregar a mesma como posso confiar na loja desta forma.	0
Comprei dois itens e recebi só um.	0
produto muito bom recomendo sempre	1
Capa não protege tanto quanto eu pensava.	1
Excelente atendimento e produtos.Espero q continue sempre assim.	1
Chegou perfeita e antes do prazo..parabens a americana e parceirasss	1
Relógio muito bom. Possui vários modelos com bom acabamento e estilos.	1
Bom dia, compra a mais de 30 dias e não recebi o produto, solicitei o cancelamento mas não tive retorno.	0
Bom produto	1
Produto entregue rapidamente! Sempre bom e seguro comprar com lannister.com!	1
PRODUTO ENTREGUE ANTES DO PRAZO. RECOMENDO.	1
Encaixa perfeitamente	1
produto bom e entrega rápida.	1
lannister e otima	1
Chegou antes do prazo!!! Excelente produto	1
Comprei num dia e chegou no outro. Nao podia ser melhor.	1
O produto não veio com as 7 peças conforme a publicação do site .so foi entregue 3 peças cortina,prendedor de cortina e suporte de varão.	2
Material resistente, as costuras bem feitas, comprei a branca e achei muito bonita depois de colocada. Apenas me confundi e comprei a com alças e não a de ilhos, mas o resultado final foi melhor.	1
Entrega super rápida! Não experimentei o produto ainda.	1
lannister + a empresa partner bateram o recorde	1
Complicado de dar até opinião, pra começar caixa avariada, produto totalmente diferente do que comprei, total decepção!!!!!	0
Bom	1
Meu produto n chegou entao n vou falar nada	0
Muito bom	1
Produto de boa qualidade e a Loja Americana entregou antes do prazo.	1
LINDO!!! RECEBI ANTES DO PRAZO.	1
Rapidez na entrega superou as expectativas	1
parabéns .	1
"O tipo de envio ""PAC"" dos correios demora muito , como geralmente a peça de carro e necessária com uma certa urgência deveria ter a opção de sedex. Prefiro pagar R$ 20 a mais no frete e receber logo"	0
Recebi o produto corretamente em minha residência.	1
produto veio certo e antes do prazo previsto, muito bom eu recomendo	1
lindos	1
vou comprar de novo , gostei e é excelente os produtos obrigado!	1
A entrega foi muito rápida	1
O produto ainda não chegou na minha casa.	0
atendeu o solicitado	1
Comprei 3 luminarias e recebi apenas 2. Veio a Nota Fiscal constando 3 e apenas 2 luminarias na embalagem. Abri reclamação pelo site imediatamente e aguardo retorno.	0
Como de costume, a lannister manda muito bem no serviço e o relógio era tudo que eu esperava, estou muito satisfeito	1
Adorei muito lindo super recomendo!	1
Site péssimo	0
Ate agora não estornou minha compra Que não foi enviada por causa de estoque e so fui comunicado depois de abrir cancelamento no pedido.	0
chegou quebrado	0
RECEBI ANTES DO PRAZO...SATIFEITO!	1
Não recebi o produto e nem reembolso	0
Estou satisfeito com a compra	1
Muito boa a loja, entrega antes do prazo.	1
Chegou antes do prazo de entrega, adorei e super recomendo a compra.	1
Rapidez na entrega , lucro rápido	2
Legal	2
Não recomendo este produto. Aparentemente falsificado, o som é de péssima qualidade, nada parecido com o original que eu tenho.	0
Muito bom, chegou rápido. Já fiz alguns testes e funcionou muito bem	1
Ainda não recebi minha entrega comprei TV muito antes pela stark e ainda esse produtos que já vai fazer mês não chegou..	0
Geralmente uma boa loja, mas ainda estou aguardando o produto para melhor avaliar.	2
Muito satisfeito com a compra.	1
Tudo dentro dos conformes.	1
Muito bom!!!!	1
Tudo dentro dos conformes. O produto chegou bem embalado e antes do prazo.	1
Bom dia	0
Eu recebi um produto mas eu não comprei somente um produto ou o outro produto que comprei é de outra loja?	0
Produto entregue no prazo e o produto é excelente .	1
Produto não entregue, entrarei na justiça.Pois sei que voces irão me cobrar.Super decpcionada.	0
